Snap,x1mis_allha,x1mis_ntha,x1mis_allbb,x1mis_ntbb,x2jxq_allha,x2jxq_ntha,x2jxq_allbb,x2jxq_ntbb,x1f5g_allha,x1f5g_ntha,x1f5g_allbb,x1f5g_ntbb,x2l8f_allha,x2l8f_ntha,x2l8f_allbb,x2l8f_ntbb,x1zih_allha,x1zih_ntha,x1zih_allbb,x1zih_ntbb,x1zihstem_allha,x1zihstem_ntha,x1zihstem_allbb,x1zihstem_ntbb,x1szy_allha,x1szy_ntha,x1szy_allbb,x1szy_ntbb,x1szystem_allha,x1szystem_ntha,x1szystem_allbb,x1szystem_ntbb,x2koc_allha,x2koc_ntha,x2koc_allbb,x2koc_ntbb,x2kocstem_allha,x2kocstem_ntha,x2kocstem_allbb,x2kocstem_ntbb,x1d20_allha,x1d20_ntha,x1d20_allbb,x1d20_ntbb,x2hkb_allha,x2hkb_ntha,x2hkb_allbb,x2hkb_ntbb
1249,2.86204,2.421,2.03723,1.63754,3.60248,3.13644,3.68964,3.28486,5.795,4.85229,4.37827,3.65689,3.75664,3.02778,3.27035,2.64905,6.52032,4.59499,6.82933,5.23994,6.44577,4.00248,6.8355,4.4906,4.13234,4.15852,3.98251,3.91695,2.86035,2.75171,3.35933,3.25488,2.83819,2.67643,2.90784,2.66759,2.44085,2.28511,2.64198,2.38407,5.87771,4.36311,5.94435,4.93486,5.73284,4.65361,5.8848,5.00068
1254,2.57456,2.29688,1.85899,1.61012,2.79468,2.51287,2.90175,2.65244,6.05522,5.25508,4.37107,3.90829,3.90686,3.03683,3.33802,2.75715,6.37211,4.61322,6.87344,5.51371,6.35004,4.14552,6.82807,4.82711,4.20819,4.33446,3.91045,3.94906,2.63915,2.68089,3.19036,3.21748,2.86336,2.73646,2.98511,2.8071,2.15561,2.04158,2.41887,2.22847,5.74947,4.32894,5.92614,4.96126,5.49355,4.43883,5.49099,4.63114
1259,3.23262,2.60796,2.27608,1.65103,3.08537,2.77216,3.17162,2.89149,6.02878,5.19884,4.53862,4.06919,3.59195,2.72403,3.01877,2.35318,6.46556,4.62138,6.93969,5.4414,6.49471,4.19118,6.88197,4.7744,4.15226,4.24889,3.70882,3.70531,2.55516,2.50141,3.08856,3.0437,3.30997,3.07286,3.62146,3.38201,2.81954,2.65738,3.35271,3.17031,5.65178,4.05294,5.84488,4.74307,5.20816,4.18336,5.30238,4.41219
1264,3.13205,2.72866,2.03364,1.65693,2.68424,2.48027,2.8256,2.64304,5.90801,5.18424,4.22755,3.75661,4.08826,3.15321,3.55117,2.83951,6.54651,4.7151,6.8474,5.37275,6.39107,4.10259,6.79879,4.66306,4.14692,4.19114,3.69749,3.66239,2.58027,2.4897,3.01558,2.95232,3.40714,3.23338,3.59249,3.36888,2.71584,2.60025,3.0526,2.85498,6.19237,4.58994,6.36436,5.25616,5.60153,4.64069,5.84212,5.04342
1269,3.27174,2.96801,2.07045,1.77191,2.5778,2.20361,2.73285,2.43653,5.84784,5.23142,4.26642,3.99789,3.76362,3.00401,3.40456,2.78667,6.51125,4.76833,6.58824,5.11173,6.34769,4.13394,6.59522,4.60138,3.99137,4.08239,3.76363,3.77375,2.57894,2.51058,3.08246,3.02748,3.82933,3.6037,4.19139,3.90831,3.08019,2.89125,3.7439,3.50254,5.79723,4.04561,5.82099,4.74053,5.09316,4.23761,5.11101,4.45788
1274,3.22141,3.02755,2.14371,1.98986,2.44941,2.17607,2.54546,2.3311,5.28767,4.51933,3.74696,3.28694,3.75085,2.82693,3.18576,2.3579,6.51661,4.65474,6.68517,5.08727,6.37825,3.97376,6.70834,4.40414,4.08121,4.1863,3.56709,3.59162,2.50578,2.46068,2.94427,2.93647,3.17163,2.92766,3.42373,3.15132,2.54939,2.32966,2.96688,2.70062,6.32664,4.75605,6.6073,5.50715,5.21807,4.30473,5.34762,4.64328
1279,3.34937,3.05386,2.38963,2.08824,2.46009,2.28259,2.56803,2.4078,4.86155,4.29816,3.7278,3.48021,3.77227,2.98537,3.26419,2.6651,6.46142,4.65701,6.87935,5.37075,6.39709,4.12059,6.82399,4.63338,4.0513,4.16284,3.47755,3.49908,2.18933,2.20208,2.63094,2.63394,2.718,2.49074,2.90864,2.62865,2.21042,2.02241,2.65456,2.39677,6.37239,5.01523,6.70333,5.83534,5.53365,4.50814,5.54654,4.74344
1284,3.07795,2.68655,2.20611,1.8079,2.62827,2.35524,2.75769,2.52821,4.67507,4.21988,3.65689,3.42845,3.77944,3.13323,3.29324,2.75643,6.0259,4.06474,6.48921,4.91613,5.85294,3.22404,6.19821,3.54735,3.97691,4.01931,3.51565,3.47073,2.48991,2.36015,2.9156,2.80818,2.99373,2.88558,3.17138,3.04718,2.333,2.26868,2.67276,2.58716,7.46959,6.05398,8.08787,7.18649,5.38746,4.38156,5.47493,4.70066
1289,3.32148,2.71847,2.20526,1.6408,2.96919,2.62243,3.08603,2.79129,5.07273,4.30637,3.72331,3.21358,3.49742,2.8583,2.94438,2.44329,5.92351,4.0558,6.45268,4.87735,5.71161,3.20699,6.1059,3.51318,4.20916,4.30328,3.75116,3.74917,2.54361,2.5503,3.05969,3.04433,2.91367,2.75116,3.17654,2.96433,2.6006,2.46341,2.98408,2.77573,6.10859,4.79936,6.42221,5.63759,6.3325,5.2639,6.65467,5.7338
1294,3.03759,2.57229,2.09462,1.58059,2.60967,2.32722,2.71752,2.46183,4.80004,4.25594,3.55428,3.26483,3.72971,3.14678,3.29577,2.85093,5.86646,3.86162,6.22759,4.55093,5.6628,2.95372,5.88843,3.03713,4.03877,4.16513,3.70729,3.74036,2.51366,2.54233,3.09515,3.10841,2.61774,2.57152,2.70826,2.63605,2.01802,1.98194,2.31526,2.24339,6.28018,4.85798,6.4458,5.55818,6.17952,5.27139,6.11709,5.48278
1299,3.11362,2.51751,2.40718,1.839,3.66138,3.47798,3.90334,3.71575,5.62383,4.72032,4.09145,3.43124,3.59851,2.91106,2.96728,2.50569,5.99277,3.95378,6.44813,4.74479,5.8094,3.05627,6.11417,3.19051,4.3762,4.43467,3.9566,3.93095,2.83602,2.76694,3.33382,3.2838,3.12578,2.85594,3.15361,2.85769,2.14982,1.82614,2.39117,2.00996,5.43292,3.91304,5.36304,4.39861,6.2207,5.40425,6.29435,5.69785
1304,2.92039,2.3633,1.95942,1.35118,2.8232,2.58578,2.83877,2.61743,4.86895,4.17521,3.78988,3.26652,3.45634,2.76591,2.89873,2.31642,5.94799,4.07918,6.38414,4.86998,5.7741,3.30603,6.10438,3.62783,4.20613,4.27147,3.80713,3.80259,2.78153,2.71372,3.22332,3.19121,2.90563,2.69771,3.06131,2.83285,2.32668,2.16495,2.62393,2.40876,5.6706,4.06551,5.84425,4.81323,6.58046,5.78569,6.76267,6.19187
1309,2.92528,2.3621,2.19512,1.60719,3.65512,3.25841,3.86654,3.46627,5.43913,4.70745,4.09595,3.58839,3.83978,3.09598,3.27317,2.77578,6.05614,4.06703,6.19809,4.51397,5.72626,2.95999,5.89678,2.9146,4.71193,4.71292,4.45827,4.4086,3.23714,3.1697,3.8221,3.77611,3.43762,3.07363,3.72678,3.3925,2.80036,2.51171,3.24567,2.95096,5.26131,3.71984,5.38857,4.32689,6.34126,5.48114,6.48795,5.86977
1314,3.5413,3.16986,2.1672,1.86954,2.64451,2.4123,2.75391,2.52558,5.51084,4.76762,4.0709,3.57721,3.90685,3.00709,3.21709,2.55938,5.92616,3.99707,6.40293,4.86021,5.69478,3.05462,6.06436,3.28066,4.1309,4.14838,3.77282,3.73896,2.73508,2.63242,3.14379,3.08025,3.19996,2.86132,3.45523,3.03218,2.70321,2.41323,3.10913,2.6869,4.9162,3.52204,4.92878,3.9838,6.02737,5.28679,6.08528,5.56684
1319,2.87941,2.60534,1.85779,1.60705,3.49268,3.15464,3.60472,3.29723,5.67671,4.84202,4.06947,3.5458,3.98322,3.03847,3.35309,2.71919,6.06069,4.00518,6.56096,4.75971,6.07792,3.43394,6.51713,3.83509,4.1169,4.1788,3.84174,3.84219,2.81334,2.75851,3.31442,3.28541,2.85553,2.65455,3.03765,2.80474,2.15221,1.97393,2.44943,2.18979,5.49167,4.0942,5.58511,4.66063,6.20546,5.35702,6.27624,5.61738
1324,3.33811,2.95451,2.22219,1.92673,3.56574,3.20425,3.71485,3.3794,5.30665,4.64079,3.80627,3.43563,3.89573,3.00108,3.36328,2.60391,5.8644,3.85125,6.28516,4.62716,5.71262,3.05512,6.02835,3.30568,4.21496,4.26547,3.82929,3.81377,2.79339,2.68342,3.22725,3.15774,3.04734,2.81926,3.24554,2.96908,2.42309,2.28009,2.79074,2.55888,5.7626,4.26235,5.82043,4.87387,6.03997,5.23548,6.056,5.44237
1329,3.04116,2.64739,2.10587,1.68923,3.13778,2.7178,3.26453,2.9393,5.38316,4.74259,4.07308,3.52985,3.55089,2.90869,3.05195,2.59355,6.05088,3.97723,6.46821,4.72632,5.95404,3.23232,6.25865,3.43486,4.34625,4.4125,3.98153,3.9771,2.74059,2.68811,3.22007,3.18694,2.83853,2.57269,3.06605,2.81048,2.4143,2.22285,2.78984,2.5802,5.91797,4.3616,6.02897,5.06497,5.35173,4.57989,5.26077,4.63361
1334,3.00278,2.69893,2.07501,1.80692,3.57919,3.21349,3.75131,3.41004,5.44714,4.51636,4.07513,3.40466,4.09527,3.26998,3.63275,3.01493,6.0982,4.09754,6.318,4.70367,5.86386,3.15965,6.067,3.28539,4.62481,4.54045,4.40232,4.26435,3.40489,3.16374,3.93789,3.75757,3.69977,3.28916,3.87416,3.4664,2.74094,2.38008,3.10776,2.6875,5.4599,3.95799,5.34315,4.45669,5.47464,4.83517,5.59661,5.11996
1339,3.44484,3.11598,2.05093,1.78506,2.57511,2.37626,2.68251,2.49934,5.32374,4.65375,3.86976,3.46361,3.6177,3.02834,3.12442,2.64276,5.97029,3.99629,6.16519,4.5915,5.67688,3.01055,5.85025,3.07731,4.31084,4.35152,3.93126,3.87012,2.88436,2.74699,3.35106,3.22678,3.65838,3.16381,3.80874,3.30003,3.07351,2.60466,3.43673,2.92533,5.19341,4.0269,5.31945,4.57535,5.11857,4.27258,4.91266,4.26862
1344,3.4045,2.92024,2.23652,1.83372,3.75655,3.50276,4.06847,3.8576,5.20544,4.48282,3.70217,3.21839,3.44844,2.80365,2.9015,2.37982,5.88128,3.78811,6.13998,4.39057,5.6448,2.80576,5.78338,2.80841,4.37053,4.42189,3.974,3.93223,2.98369,2.89418,3.41993,3.33218,2.40645,2.17107,2.59725,2.32336,2.13986,1.89511,2.48345,2.18821,5.17518,3.57364,5.03761,4.10954,6.02342,5.02844,5.91829,5.19857
1349,3.7483,3.24295,2.44972,2.03416,1.85346,1.76254,1.94922,1.8444,5.0773,4.50452,3.7517,3.41974,4.00947,3.09213,3.36836,2.72048,5.83563,3.82906,6.11722,4.42254,5.748,3.10615,6.03978,3.25257,3.90798,3.99001,3.58343,3.60242,2.49343,2.45233,2.8472,2.82668,3.72757,3.36244,4.01307,3.62381,2.97251,2.67528,3.40377,3.04506,6.73215,5.14804,7.03533,6.07902,6.50822,5.5842,6.60141,5.92261
1354,3.11715,2.85853,2.0299,1.75605,2.7276,2.50043,2.90663,2.71692,5.25604,4.54651,3.71476,3.28302,3.6869,3.07431,3.32834,2.82561,5.83343,3.66272,5.92508,4.10919,5.80119,3.00097,5.90285,3.05576,4.09674,4.19872,3.72723,3.76604,2.58696,2.56707,2.96596,2.95949,2.94009,2.68415,3.21354,2.89271,2.57116,2.3297,2.99663,2.66795,7.08069,5.47916,7.34777,6.30186,6.15427,5.1776,6.09991,5.3935
1359,3.30279,2.73988,2.21131,1.63502,2.6861,2.5119,2.83375,2.65657,4.67052,4.1368,3.59119,3.3306,3.64792,2.73165,3.1832,2.36731,5.91215,3.91969,6.45368,4.73644,6.08561,3.5984,6.52033,4.10151,4.75744,4.7622,4.62429,4.57636,3.26745,3.21397,3.79972,3.74965,3.11257,2.7848,3.25695,2.93921,2.60282,2.29678,2.88973,2.56396,6.33827,4.81322,6.38096,5.4627,5.76075,4.84747,5.81674,5.14635
1364,3.83699,3.27037,2.44889,1.81698,3.02604,2.94178,3.17426,3.07965,3.50511,3.04901,2.85192,2.60047,3.60579,2.96319,3.12007,2.63211,5.85874,3.842,6.02367,4.49395,5.70918,3.03237,5.8194,3.15842,4.59245,4.61725,4.52169,4.49827,3.21456,3.17063,3.81257,3.78638,3.59907,3.2728,3.80004,3.44846,2.68558,2.43628,3.06168,2.74077,6.00531,4.98665,6.25672,5.61992,5.59117,4.74344,5.4976,4.8924
1369,3.28067,2.99094,2.11108,1.93662,2.65744,2.5327,2.79789,2.69588,5.73542,4.79501,4.08585,3.41101,3.55106,3.01063,3.02812,2.65348,5.72615,3.71349,6.04267,4.24196,5.67147,3.06257,5.95059,3.25303,4.74174,4.75928,4.67958,4.66594,3.34913,3.29656,4.0171,3.99888,3.61963,3.18866,3.76338,3.29908,2.83,2.48737,3.16017,2.71984,6.17862,4.80511,6.41963,5.51926,6.18324,5.29816,6.25389,5.60801
1374,2.45987,2.11456,1.76484,1.43673,2.38678,2.16559,2.37357,2.18482,5.06579,4.3816,3.6196,3.15842,3.34302,2.96168,2.90558,2.58773,5.70587,3.82781,6.02023,4.35455,5.64759,3.27499,5.94296,3.44115,5.15576,5.13488,4.97606,4.91872,3.61649,3.52833,4.21151,4.15004,3.81424,3.19404,3.842,3.26325,3.1586,2.54111,3.35924,2.72658,6.03245,4.55907,6.12121,5.20743,5.74133,4.99103,5.81924,5.21735
1379,2.8955,2.55612,1.97325,1.64569,3.14445,2.75296,3.34388,3.032,4.22367,3.81003,3.3286,3.12981,3.92685,3.19873,3.34541,2.84255,5.53944,3.64069,5.97577,4.24519,5.61647,3.24763,5.93678,3.48697,4.69861,4.75771,4.44031,4.41787,3.19659,3.15928,3.76571,3.72224,3.26396,2.96528,3.38548,3.06357,2.42981,2.14427,2.74698,2.40741,5.9736,4.36195,6.05423,5.05936,5.57501,4.78457,5.57828,4.96761
1384,2.81838,2.49325,1.91243,1.64762,2.86165,2.52789,2.98985,2.67431,5.22974,4.63622,3.71935,3.41471,3.81211,2.90962,3.05144,2.49509,5.68044,3.85039,6.02895,4.53915,5.52149,3.07265,5.72722,3.17856,4.62593,4.66918,4.33788,4.32924,3.18297,3.09434,3.69652,3.65231,2.7459,2.49626,2.87597,2.65592,2.22238,1.98392,2.48452,2.27017,5.19629,3.62663,5.08353,4.08948,6.19507,5.43414,6.31286,5.75439
1389,3.28916,3.04695,2.2076,2.02484,2.96914,2.60973,3.0903,2.79498,4.04634,3.38696,3.13475,2.72289,3.79866,2.92867,3.30194,2.65912,5.93308,4.05776,6.43147,4.89847,5.77894,3.27137,6.20555,3.60947,5.1248,5.13072,4.7894,4.74708,3.46726,3.29918,4.03775,3.95575,3.65335,3.13743,3.70355,3.20367,2.83214,2.34456,3.03662,2.51837,5.05291,3.2158,4.63946,3.58824,6.59833,5.79619,6.81595,6.274
1394,3.41911,3.10412,2.34696,2.08444,2.61919,2.41531,2.78084,2.58191,5.18728,4.28383,3.82729,3.14656,3.76438,3.14904,3.36773,2.8528,5.74879,3.84669,6.13093,4.54673,5.56461,3.02825,5.83767,3.25151,4.8074,4.78554,4.52482,4.45313,3.47349,3.25913,4.00826,3.88638,3.08328,2.64568,3.11193,2.69031,2.58776,2.08777,2.76341,2.28297,4.68351,3.14917,4.2295,3.37608,7.17378,6.3756,7.44145,6.91211
1399,2.78318,2.50283,2.10546,1.86661,2.60814,2.4394,2.66198,2.50935,5.15471,4.35606,3.72497,3.15688,3.55209,2.86377,3.12087,2.62137,5.57815,3.80662,6.03467,4.48097,5.3552,3.02351,5.67553,3.20705,4.62752,4.68746,4.22777,4.2106,3.05145,2.98026,3.5559,3.5216,3.15479,2.79343,3.26437,2.91554,2.55997,2.22591,2.82529,2.46911,5.45104,3.72857,5.13741,4.12413,6.53645,5.45968,6.54854,5.78264
1404,3.3737,3.27124,2.55628,2.52573,2.43588,2.20542,2.49243,2.2769,4.25362,3.58623,3.15629,2.64281,4.06435,3.15727,3.57166,2.95624,5.66897,3.86403,6.05702,4.49126,5.60479,3.27902,5.98199,3.66912,4.99248,5.00947,4.7172,4.67463,3.4391,3.3238,4.03177,3.9741,3.26449,2.91501,3.3799,3.0294,2.4311,2.05768,2.76107,2.37568,5.70607,3.90048,5.50155,4.33125,6.31301,5.3709,6.29471,5.64176
1409,2.88229,2.58014,1.95139,1.72595,2.5752,2.3205,2.66773,2.46056,4.38207,3.81193,3.388,3.01128,3.6894,2.88618,2.88623,2.26459,5.62031,3.87547,6.14342,4.76682,5.58838,3.37403,5.90442,3.81238,4.86071,4.90845,4.54332,4.51816,3.24727,3.19923,3.85807,3.83384,2.8849,2.63968,2.97397,2.72305,2.38673,2.10819,2.61786,2.32284,5.53289,3.96347,5.25168,4.38047,5.57806,4.8186,5.53087,4.94322
1414,2.9033,2.52287,2.04331,1.71535,3.1639,2.76234,3.37548,3.04268,4.42719,3.9821,3.39329,3.17455,3.76219,2.9169,3.19778,2.49245,5.69547,3.99817,6.27283,4.94101,5.44927,3.25336,5.87397,3.68659,4.69848,4.77864,4.32402,4.32828,3.12064,3.06302,3.65892,3.6294,2.70221,2.31857,2.67782,2.30895,2.37876,2.00366,2.48767,2.10014,5.97351,4.48445,5.93755,5.10381,5.81159,4.95683,5.74777,5.07184
1419,3.12418,2.72054,2.0277,1.63615,2.90414,2.57011,2.88765,2.63087,4.18813,3.68572,3.23146,2.90359,3.96848,3.26734,3.57913,3.10748,5.48203,3.76937,5.89035,4.39241,5.40246,3.22424,5.71049,3.49815,4.97849,4.96095,4.71011,4.6473,3.43921,3.33095,4.0242,3.9594,4.05762,3.69246,4.27136,3.94679,3.03728,2.7278,3.4024,3.11006,5.68222,4.18653,5.5554,4.67138,5.44484,4.50368,5.23262,4.47204
1424,3.72054,3.33543,2.52746,2.20259,2.56079,2.25387,2.70629,2.40391,4.60754,4.04403,3.45486,3.1093,4.28098,3.30377,3.7313,2.82189,5.54238,3.62559,5.97315,4.2521,5.5239,3.04668,5.80315,3.18561,5.13723,5.14452,4.97098,4.91848,3.67691,3.63734,4.33017,4.29698,2.49981,2.19411,2.46035,2.1099,2.07817,1.73669,2.19998,1.79654,5.72068,3.97692,5.55295,4.43683,5.70573,4.98171,5.7562,5.21611
1429,3.73578,3.39939,2.66153,2.34004,3.3511,2.91992,3.4321,3.04585,4.85846,4.34655,3.71615,3.45116,4.33598,3.58602,3.86952,3.31896,5.44811,3.62699,5.83249,4.31831,5.39568,3.09578,5.73133,3.3939,5.03633,5.03238,4.65589,4.58999,3.36309,3.27351,3.9287,3.85868,3.72565,3.26226,3.81132,3.28988,3.12686,2.66207,3.41824,2.86154,5.44655,3.61582,5.19553,3.99808,5.67273,4.93964,5.75503,5.2631
1434,4.16803,3.7883,2.77776,2.48607,2.78957,2.50359,2.83933,2.60708,4.53963,4.03435,3.43559,3.14749,3.84465,3.16421,3.54433,3.02046,5.54148,3.5499,5.82583,4.03152,5.59604,3.1503,5.84345,3.27319,5.07633,5.04861,4.67321,4.59395,3.37361,3.2628,3.89551,3.80949,3.08547,2.8598,3.32843,3.11612,2.53453,2.33599,2.9701,2.77625,5.36588,3.83025,5.58798,4.3968,6.43521,5.47999,6.38856,5.67469
1439,3.31205,2.96998,2.31808,2.09481,3.02832,2.82632,3.18338,3.0039,3.9027,3.60794,3.05328,3.0043,4.02425,3.43797,3.62354,3.26494,5.10412,3.21841,5.37907,3.58483,5.23763,2.99617,5.5534,3.19354,5.56082,5.37775,5.14462,4.9642,3.82391,3.59496,4.32703,4.17365,3.2479,2.88119,3.4439,3.09099,2.66376,2.33798,3.03451,2.69481,5.32747,3.74071,5.31955,4.20818,6.41576,5.50009,6.45901,5.80151
1444,3.2191,3.01274,1.97732,1.81588,2.77041,2.47838,2.76924,2.53626,4.8884,4.35199,3.68379,3.41712,4.18517,3.21009,3.62937,2.80474,5.50092,3.54169,5.80417,4.10833,5.48712,3.04077,5.79507,3.25286,5.75577,5.59248,5.41276,5.24201,3.96472,3.73951,4.54018,4.38576,2.94398,2.69142,2.99828,2.76877,2.18766,1.96332,2.35461,2.1239,5.70113,3.78843,5.59979,4.32132,7.13555,6.27406,7.40039,6.81582
1449,2.70061,2.4688,1.74325,1.56722,3.55989,3.36497,3.77397,3.5745,4.75195,4.28187,3.76108,3.52714,3.61992,2.8383,3.07419,2.30863,5.49197,3.6564,5.79974,4.26301,5.38466,2.95853,5.56433,3.11521,5.89785,5.68613,5.74847,5.52476,4.38367,4.09691,4.98529,4.77275,3.09214,2.70567,3.22225,2.78918,2.57113,2.19658,2.80468,2.33539,5.73148,4.34577,6.02324,5.05563,7.30717,6.39563,7.66932,7.04216
1454,3.34186,3.08287,2.07453,1.82821,4.7363,4.16339,4.94375,4.44426,5.49857,4.93057,3.8685,3.58415,4.32697,3.43967,3.94488,3.37851,5.50748,3.53807,5.60415,3.98879,5.52613,3.11744,5.693,3.30181,5.7479,5.50522,5.49069,5.2772,4.18286,3.85113,4.67965,4.47151,3.38557,2.97116,3.45315,3.06274,2.78652,2.38581,2.98791,2.57815,5.29908,3.77481,5.46176,4.32338,7.19311,6.25844,7.45496,6.81281
1459,2.66246,2.33603,1.86449,1.50077,3.76488,3.08588,3.81187,3.23234,4.81604,4.29135,3.79205,3.53206,4.48557,3.67054,4.26493,3.66319,5.5221,3.4772,5.81855,4.05038,5.57589,3.09073,5.87267,3.26443,5.90963,5.61119,5.71571,5.45786,4.35285,3.99203,4.83999,4.56904,2.88848,2.81021,3.13862,3.07128,2.51801,2.46862,2.88301,2.83811,5.04075,3.24922,4.81617,3.62143,7.70265,6.70722,8.04007,7.33373
1464,3.05168,2.81185,2.2038,2.00348,5.24062,4.43026,5.41942,4.69908,4.93684,4.31765,3.73238,3.41482,4.17309,3.19704,3.68686,2.79451,5.39196,3.42365,5.77139,4.0123,5.54103,3.17382,5.91483,3.49041,5.95609,5.72,5.72158,5.51428,4.19922,3.90504,4.7389,4.52688,3.69562,3.18816,3.86163,3.42252,2.93348,2.45202,3.22498,2.77629,4.82357,3.09555,4.48165,3.39026,7.17903,6.2316,7.32978,6.69095
1469,3.37309,3.05505,2.47504,2.24282,3.22402,2.8335,3.34603,2.98624,4.65238,4.02149,3.58765,3.28757,4.15153,3.0978,3.64351,2.74231,5.48318,3.61744,5.8875,4.32738,5.57814,3.235,5.92336,3.67663,5.85829,5.63379,5.57816,5.37848,4.2228,3.95551,4.75993,4.58494,2.93585,2.64451,3.12704,2.82328,2.23731,1.97544,2.55045,2.24191,5.1271,3.58746,4.75228,3.85264,6.23977,5.2442,6.13607,5.41299
1474,3.42037,3.06647,2.19257,1.89844,3.64704,3.23943,3.68574,3.31792,4.90398,4.50758,3.65912,3.52112,4.20619,3.4087,3.81128,3.30124,5.43281,3.55727,5.85313,4.32603,5.41677,3.10368,5.70129,3.29755,5.9733,5.75887,5.71738,5.51763,4.16834,3.93404,4.7981,4.63387,3.20486,2.8941,3.34829,2.98172,2.78156,2.48259,3.12401,2.7486,4.91108,3.13776,4.37413,3.30205,6.34253,5.34084,6.31325,5.60867
1479,3.79907,3.56262,2.68228,2.53368,3.57042,3.31363,3.71996,3.45435,4.87441,4.42884,3.76595,3.55345,3.78854,2.91138,3.16331,2.54165,5.67694,3.62226,5.89818,4.10754,5.70582,3.2004,5.95972,3.31181,6.22354,5.98757,6.03469,5.81396,4.50919,4.23023,5.14313,4.94364,2.75051,2.55726,2.74748,2.55106,2.20775,2.0316,2.27981,2.07196,5.04073,3.49194,4.62162,3.79621,6.38196,5.33464,6.34326,5.57929
1484,3.35938,2.96797,2.30807,1.99494,3.43166,3.11538,3.56261,3.28825,4.64081,3.99122,3.52672,3.09631,3.75878,3.02619,3.11601,2.55697,5.68664,3.98596,6.31725,4.99934,5.49419,3.25583,5.93917,3.79853,5.62187,5.46398,5.43769,5.28827,3.94054,3.7178,4.51593,4.3616,2.6821,2.37715,2.71027,2.43794,2.05103,1.73559,2.14698,1.83563,5.00806,3.70552,4.73394,3.99357,5.60997,4.75557,5.49059,4.85676
1489,3.2107,3.1308,2.22055,2.14998,3.15173,2.9804,3.34712,3.18846,4.41397,3.90619,3.30097,3.00471,3.66699,2.87362,3.09199,2.51671,5.5147,3.5359,5.89961,4.16179,5.55228,3.04369,5.84719,3.22552,5.74419,5.57191,5.43326,5.25898,3.87714,3.67043,4.3999,4.24669,2.72077,2.32241,2.81609,2.43577,2.19795,1.74722,2.4188,1.98038,4.90494,3.13475,4.60938,3.46528,5.48698,4.53697,5.32584,4.54683
1494,3.63452,3.33194,2.45286,2.19283,3.3833,2.99623,3.48573,3.2045,4.78291,4.20855,3.45873,3.15767,4.13614,3.46511,3.72129,3.13975,5.58027,3.53223,5.97576,4.08639,5.67097,3.09632,6.00645,3.29303,5.87033,5.56418,5.59168,5.30328,4.28129,3.89184,4.79594,4.49305,2.98869,2.75385,3.04533,2.8061,2.30677,2.05034,2.528,2.26028,4.49015,2.75762,3.85108,2.90735,5.70547,4.86098,5.59798,4.93366
1499,3.61182,3.24222,2.41074,2.12721,3.24616,2.95457,3.42544,3.16035,3.96343,3.70866,3.27828,3.19582,4.49613,3.88419,4.19908,3.78554,5.50921,3.647,5.87195,4.29496,5.57967,3.28249,5.93499,3.62706,5.96972,5.73408,5.69515,5.50294,4.23114,3.9238,4.75009,4.5503,3.37719,2.86602,3.5001,2.98008,2.74572,2.22822,3.04058,2.47977,4.49607,2.9814,3.87957,3.05041,4.78812,3.95265,4.44335,3.77316
1504,3.22691,2.82734,2.13548,1.76485,2.33231,2.01343,2.3507,2.0956,4.18975,3.74399,3.21673,2.99618,4.33764,3.44451,3.8563,3.17368,5.6636,3.75074,6.00234,4.38853,5.56563,3.09848,5.79098,3.23536,5.7413,5.55867,5.52593,5.35304,3.95538,3.70839,4.53192,4.35279,3.72351,3.39309,3.8669,3.52063,2.81982,2.51566,3.15389,2.80741,4.73427,3.03689,4.18811,3.15896,4.59621,3.77097,4.28099,3.61466
1509,3.09384,2.87014,2.19928,2.03365,2.69436,2.38779,2.73008,2.4776,5.13215,4.64905,3.71746,3.49552,4.10954,3.3525,3.52208,2.92031,5.37248,3.47082,5.70755,4.09915,5.46664,3.16347,5.80416,3.52162,5.84845,5.69004,5.6634,5.49071,4.09367,3.87782,4.70725,4.522,3.29859,2.97112,3.38212,3.06372,2.64937,2.30567,2.89467,2.53885,5.19809,3.50905,4.76552,3.79598,4.88208,3.93319,4.61901,3.86823
1514,3.28575,3.14257,2.21225,2.13556,3.32341,2.9326,3.48116,3.17763,4.74959,4.18997,3.60009,3.25719,3.96137,3.28216,3.62215,3.20341,5.26414,3.2039,5.44152,3.533,5.48539,3.01751,5.72016,3.16943,5.85972,5.68517,5.52551,5.36597,3.99994,3.77899,4.506,4.35012,3.72569,3.08157,3.84511,3.22119,3.14777,2.48216,3.46367,2.80302,4.64831,3.09398,4.12129,3.27691,5.29372,4.40045,5.15425,4.46697
1519,3.27407,3.04112,2.01601,1.77486,3.96794,3.56395,4.15052,3.8108,4.60826,4.10878,3.59014,3.28779,3.64916,3.06128,3.11095,2.70991,5.31421,3.21105,5.38256,3.51527,5.46018,3.00661,5.63617,3.10225,5.65889,5.55005,5.47469,5.36683,3.97272,3.83806,4.56401,4.47019,3.15252,2.86935,3.22679,2.92416,2.60938,2.34614,2.88181,2.58422,4.80891,3.20268,4.39678,3.51037,5.46741,4.6513,5.34037,4.66676
