Snap,x1mis_allha,x1mis_ntha,x1mis_allbb,x1mis_ntbb,x2jxq_allha,x2jxq_ntha,x2jxq_allbb,x2jxq_ntbb,x1f5g_allha,x1f5g_ntha,x1f5g_allbb,x1f5g_ntbb,x2l8f_allha,x2l8f_ntha,x2l8f_allbb,x2l8f_ntbb,x1zih_allha,x1zih_ntha,x1zih_allbb,x1zih_ntbb,x1zihstem_allha,x1zihstem_ntha,x1zihstem_allbb,x1zihstem_ntbb,x1szy_allha,x1szy_ntha,x1szy_allbb,x1szy_ntbb,x1szystem_allha,x1szystem_ntha,x1szystem_allbb,x1szystem_ntbb,x2koc_allha,x2koc_ntha,x2koc_allbb,x2koc_ntbb,x2kocstem_allha,x2kocstem_ntha,x2kocstem_allbb,x2kocstem_ntbb,x1d20_allha,x1d20_ntha,x1d20_allbb,x1d20_ntbb,x2hkb_allha,x2hkb_ntha,x2hkb_allbb,x2hkb_ntbb
660,2.67468,2.4334,1.83455,1.57424,3.37494,3.10974,3.58232,3.29527,3.83943,3.24603,3.12326,2.63629,3.90937,3.58866,3.56129,3.321,4.12895,3.39038,4.77441,4.33268,3.67606,2.49929,3.7336,2.73509,3.6702,3.77943,3.03438,3.06196,1.96143,1.91892,2.28683,2.26212,3.07886,2.99192,3.24268,3.08058,2.3318,2.30473,2.67016,2.54309,6.10206,5.39702,6.90922,6.35721,4.9929,4.47883,5.56655,5.26674
661,2.82942,2.50672,1.80968,1.45594,3.90697,3.64784,4.17984,3.93718,3.6773,2.95692,2.86246,2.23811,4.09666,3.71957,3.8673,3.5785,4.05833,3.64798,5.03941,4.81836,3.44866,2.74756,3.79165,3.15985,3.70482,3.80832,3.1687,3.18088,2.07808,2.03087,2.47986,2.42691,3.12409,3.08342,3.22537,3.13718,2.41137,2.36939,2.71298,2.62476,6.69279,5.83433,7.70119,6.9629,4.64053,4.25069,5.21646,4.99324
662,2.90913,2.52708,1.9989,1.67391,2.98934,2.86374,3.15815,3.01179,4.07316,3.30543,3.10757,2.39415,4.49424,4.1466,4.34402,4.10158,3.9713,3.50049,4.79501,4.44786,3.33171,2.53211,3.64375,2.82072,3.49593,3.58618,3.01219,3.00504,1.99615,1.89667,2.36973,2.26942,3.34555,3.22632,3.50948,3.34968,2.55857,2.46004,2.8802,2.73084,6.40784,5.77575,7.42947,6.91803,4.19791,3.78828,4.69287,4.44309
663,2.92886,2.64462,1.99223,1.72215,2.8729,2.73829,2.99473,2.85528,4.31465,3.6992,3.34793,2.74449,4.31938,3.79906,3.89229,3.58627,3.89225,3.45504,4.92935,4.58221,3.15141,2.2627,3.60537,2.50722,3.82118,3.92048,3.23505,3.24506,2.23926,2.14887,2.60059,2.53497,3.3542,3.07781,3.41593,3.05825,2.64147,2.39815,2.95742,2.59988,6.15452,5.48708,6.99527,6.49373,4.56114,4.11765,5.03135,4.75908
664,2.56458,2.1967,1.72096,1.38192,3.56433,3.28201,3.70535,3.43052,3.9229,3.28378,3.054,2.53847,4.26869,3.91015,4.03377,3.79438,4.01218,3.41056,5.03723,4.4505,3.44742,2.30958,4.04849,2.47706,3.70709,3.77375,3.10908,3.11911,2.0746,1.95492,2.39447,2.3559,2.86898,2.8193,2.93511,2.83732,1.98718,1.95586,2.25257,2.15754,6.4404,5.88658,7.41254,7.0203,4.28112,3.99766,4.83196,4.68348
665,2.96284,2.53017,2.06021,1.6391,3.73268,3.42276,3.92276,3.60898,4.33192,3.49467,3.27265,2.53787,4.33716,3.71606,4.11828,3.70161,4.05978,3.55074,5.14046,4.82903,3.44786,2.50683,4.03483,3.02313,3.93616,4.03576,3.28858,3.31061,2.216,2.16093,2.5766,2.56205,2.92583,2.81321,3.09988,2.94608,2.08816,1.99765,2.44383,2.28655,6.13335,5.58888,7.01993,6.62592,4.13431,3.8491,4.71124,4.53033
666,2.52225,2.16538,1.78633,1.497,3.72668,3.48575,3.96657,3.71242,4.39256,3.61772,3.17242,2.52538,4.22901,3.72553,4.13581,3.79172,3.99784,3.47419,4.99299,4.49474,3.38188,2.36674,3.95964,2.60977,3.86533,3.9677,3.26285,3.28999,2.19481,2.15714,2.57842,2.56504,2.75293,2.67016,2.80594,2.70309,2.05377,1.98622,2.27468,2.17238,5.94113,5.37863,6.76137,6.30418,3.68591,3.38363,4.08155,3.87461
667,3.06231,2.72168,1.89211,1.59661,3.50782,3.24554,3.74485,3.48055,4.28903,3.37396,3.21474,2.50815,4.26174,3.8045,4.01862,3.70179,4.10175,3.48047,5.09275,4.64012,3.51945,2.43106,3.99994,2.72588,4.0563,4.10525,3.6436,3.61792,2.57555,2.47245,3.03266,2.95457,2.65156,2.49441,2.76275,2.5452,2.04005,1.90461,2.3081,2.07662,5.62839,4.96768,6.27067,5.78621,3.55299,3.13438,3.85821,3.57468
668,3.4446,3.09883,2.12888,1.75283,3.2357,2.80184,3.37901,2.94047,4.12129,3.39036,2.99621,2.38241,3.80246,3.49355,3.68994,3.42101,4.30026,3.78448,5.35748,4.96207,3.67547,2.76877,4.19088,3.00279,4.01037,4.06551,3.63252,3.60023,2.70171,2.62077,3.12626,3.03629,3.21386,3.06468,3.40429,3.2238,2.40775,2.30073,2.81126,2.6574,5.27438,4.58891,5.859,5.37253,3.80282,3.33667,4.15814,3.83169
669,3.01037,2.76515,1.9982,1.86286,3.10055,2.91304,3.3654,3.15121,3.79196,3.25949,2.85313,2.45022,3.72785,3.20039,3.4436,3.07941,4.02909,3.47232,5.12547,4.65718,3.53749,2.54404,4.10659,2.79709,3.92759,3.96233,3.52111,3.48666,2.47422,2.38976,2.93256,2.86352,2.77407,2.76578,2.86638,2.82081,2.12938,2.14243,2.34096,2.31077,4.78291,4.16248,5.38729,4.87817,4.03075,3.49883,4.38614,4.03996
670,3.01653,2.71788,2.01967,1.73855,2.98613,2.81021,3.14382,2.95843,3.75289,3.22756,2.83895,2.40523,3.8303,3.30929,3.62199,3.25132,4.09983,3.56874,4.89116,4.45419,3.51568,2.53048,3.87401,2.64965,4.20083,4.21901,3.72727,3.68066,2.63705,2.52407,3.13038,3.06626,3.02817,2.97157,3.12787,3.01912,2.41798,2.36142,2.66726,2.56492,4.53956,4.17832,5.14265,4.87305,4.24619,3.78393,4.65611,4.34014
671,2.97922,2.68447,1.94497,1.70692,2.92712,2.78871,3.14682,3.01689,3.31134,2.7517,2.53548,2.07985,3.78765,3.10698,3.43484,2.94223,4.02409,3.44932,4.86259,4.41383,3.46388,2.39326,3.84354,2.57724,4.33318,4.36646,4.1182,4.07514,3.03078,2.95813,3.63818,3.57371,2.88607,2.6547,3.07065,2.81658,2.24385,2.03673,2.56336,2.29764,4.42977,3.86559,4.94951,4.5183,3.81576,3.31609,4.05883,3.69082
672,3.0279,2.75087,2.17305,1.87378,3.14503,2.86927,3.40364,3.14329,3.20041,2.6886,2.57487,2.16517,3.68671,3.14362,3.40051,2.98796,4.06706,3.45663,5.04129,4.48865,3.60702,2.58715,4.1762,2.84957,4.14081,4.2311,3.66948,3.69109,2.51176,2.50868,2.99208,2.99811,3.0105,2.91858,3.28805,3.17691,2.34172,2.23662,2.75617,2.64025,4.34912,3.95614,4.89751,4.64695,3.57971,2.808,3.66998,3.18561
673,2.97498,2.66257,1.99731,1.70696,3.24672,3.06296,3.50134,3.34931,3.24646,2.74838,2.52018,2.0754,3.69447,3.01139,3.52333,2.82607,4.20015,3.66983,5.27374,4.87727,3.59269,2.6166,4.16794,3.00162,4.15435,4.21784,3.62783,3.62137,2.41151,2.32929,2.8905,2.8423,2.91208,2.88377,3.04522,2.94642,2.00526,1.96871,2.25746,2.12519,4.59585,4.17734,5.20242,4.94281,4.25646,3.33995,4.35127,3.76879
674,3.19268,2.72848,1.98234,1.59789,2.5522,2.33758,2.73308,2.53179,3.23406,2.66144,2.50364,2.04278,4.02549,3.56763,3.92548,3.60964,4.20071,3.53492,5.20189,4.58753,3.81895,2.80567,4.52556,3.28683,4.25574,4.31112,3.93261,3.91934,2.80298,2.76657,3.37571,3.34874,3.01081,2.89446,3.24428,3.08112,2.35482,2.26711,2.80625,2.66613,4.77305,4.35478,5.4394,5.12943,4.15472,3.48902,4.10337,3.74761
675,2.84653,2.41549,2.00702,1.5357,2.50939,2.38259,2.67609,2.54776,3.53829,3.09263,2.55942,2.1763,3.7069,3.32011,3.47683,3.23353,3.60347,3.0402,4.49087,3.84939,3.2452,2.30451,3.84476,2.59208,4.18468,4.26269,3.64692,3.64927,2.52842,2.4774,2.99005,2.95957,2.78286,2.75941,2.84956,2.78392,2.07637,2.04797,2.22798,2.15283,4.62044,4.17597,5.28242,4.92699,4.88437,3.8736,4.89238,4.33298
676,2.91267,2.40693,2.0179,1.54438,2.39023,2.26724,2.51818,2.40463,3.50001,2.9409,2.6541,2.21829,3.93643,3.43905,3.5863,3.2346,3.67912,3.03384,4.62382,4.00135,3.35206,2.35237,3.9857,2.75914,4.1243,4.16341,3.78468,3.75077,2.74737,2.62401,3.2933,3.21398,2.67832,2.55403,2.80424,2.681,2.0811,1.93006,2.33783,2.19313,4.55958,4.15461,5.10529,4.76133,4.66095,3.80429,4.62251,4.12942
677,2.78605,2.40394,1.89793,1.52398,2.69082,2.49807,2.82436,2.66192,3.41767,2.77719,2.51924,2.0187,3.83287,3.331,3.52892,3.21554,3.7638,3.07419,4.50207,3.90731,3.41967,2.36294,3.79002,2.59661,4.03436,4.07159,3.6514,3.63094,2.61766,2.51334,3.09538,3.0425,3.05308,2.77746,3.26269,2.94773,2.4555,2.21022,2.87517,2.56108,4.76305,4.44356,5.48257,5.23148,4.55032,3.73783,4.67189,4.2045
678,2.67163,2.21137,1.96408,1.56155,3.11994,2.95863,3.34292,3.2162,3.40185,2.87886,2.70778,2.32768,3.85341,3.32288,3.30966,2.93479,3.97645,3.1778,4.92809,4.01192,3.74723,2.55842,4.49178,2.78809,4.09105,4.18766,3.82656,3.85802,2.79546,2.79109,3.37059,3.38812,3.01091,2.80698,3.1165,2.85455,2.24988,2.07516,2.48734,2.20799,5.10822,4.67686,5.91331,5.57597,4.23221,3.37965,4.29285,3.82224
679,3.27884,2.72157,2.30991,1.69892,3.12224,3.00154,3.37857,3.26067,4.18325,3.43934,3.11286,2.53871,3.50357,3.01834,2.93875,2.57342,3.9819,3.20545,4.965,3.92746,3.72901,2.5958,4.53824,2.83069,3.80074,3.86821,3.29709,3.29253,2.43417,2.30608,2.76144,2.68897,3.25092,3.11934,3.40512,3.18213,2.5553,2.48538,2.92099,2.73641,4.93657,4.55466,5.67506,5.34469,4.28425,3.54233,4.35174,3.91777
680,3.16109,2.55528,2.16537,1.55232,3.02786,2.85649,3.12382,2.96812,4.00322,3.29793,3.07587,2.5483,3.53641,3.03251,3.13208,2.768,4.06793,3.26254,4.64277,3.80355,3.83616,2.68667,4.21364,2.69079,4.08217,4.18419,3.75458,3.77779,2.77074,2.74298,3.27516,3.26863,3.15072,2.98549,3.3739,3.1432,2.37698,2.24559,2.80337,2.58393,5.28633,4.98248,6.08672,5.87302,4.61981,3.83349,4.82639,4.42508
681,3.29678,2.66335,2.30841,1.72024,2.77692,2.54822,2.86298,2.62603,3.77067,3.27921,2.76251,2.33247,3.69823,3.35601,3.40002,3.0911,3.96318,3.27466,4.7726,4.08295,3.50909,2.33862,3.95851,2.46853,4.03839,4.11164,3.59883,3.6153,2.65704,2.55755,3.09703,3.06959,3.8831,3.63454,4.14501,3.82303,2.91519,2.70941,3.40079,3.08611,5.61418,5.23275,6.43713,6.15453,5.23138,4.31188,5.64297,5.04267
682,3.04361,2.66754,1.8968,1.56087,3.2533,3.16701,3.44779,3.32916,4.03414,3.36709,3.06342,2.48438,3.26594,2.92264,3.0509,2.72085,3.76741,3.11301,4.63597,3.91417,3.37268,2.286,3.97326,2.5421,4.07094,4.15242,3.69554,3.71164,2.64041,2.5804,3.12108,3.10424,3.88371,3.45769,4.15785,3.67105,3.006,2.65569,3.51482,3.04864,5.43613,5.11989,6.35193,6.04675,5.27001,4.39127,5.55847,4.98047
683,2.81479,2.44514,1.84101,1.52807,3.77942,3.4742,3.92185,3.60267,3.9575,3.37797,3.0661,2.59834,3.38863,3.08667,3.01794,2.68515,3.82894,3.31015,4.80402,4.36476,3.33178,2.46624,3.91302,2.90912,4.38747,4.42684,4.03524,4.01127,2.96498,2.8801,3.53346,3.49389,3.89857,3.51311,4.14776,3.67766,2.98908,2.674,3.47754,3.01553,5.59723,5.00916,6.20193,5.79362,5.60116,4.88479,6.10406,5.59899
684,3.22755,2.94311,2.22595,1.94462,3.87689,3.65092,4.1093,3.8769,4.02073,3.27372,3.02379,2.42215,3.58242,3.18817,3.24775,2.94639,3.78554,3.23438,4.671,4.14285,3.38035,2.48641,3.99802,2.88872,4.50033,4.51036,4.19251,4.1404,3.23634,3.09967,3.78192,3.69065,3.88647,3.6737,4.03237,3.7753,2.76914,2.61788,3.11393,2.8742,5.35447,4.92149,5.95166,5.62637,6.03757,5.28579,6.62766,6.09535
685,2.86938,2.47775,2.00093,1.70017,3.65888,3.49389,3.85972,3.67538,4.81106,3.89158,3.70712,2.94529,3.35026,3.03284,3.02267,2.72119,4.08304,3.37397,4.97956,4.38922,3.56885,2.35932,4.00102,2.67628,4.45255,4.47262,4.02836,3.99985,2.91356,2.81504,3.41692,3.36806,3.70241,3.30764,3.91043,3.42118,2.86821,2.50432,3.2697,2.7403,4.66309,4.31465,5.24615,5.03317,5.70142,4.97881,6.24224,5.65857
686,2.72214,2.31942,2.16822,1.77875,3.65538,3.43554,3.88574,3.63976,4.60462,3.95667,3.4258,2.83786,3.40218,2.78153,3.05439,2.53525,4.17975,3.31179,5.06204,4.27536,3.72547,2.21472,4.21463,2.41197,3.99361,4.04268,3.64773,3.62711,2.57241,2.4865,3.10961,3.05021,3.69888,3.37043,3.98081,3.60402,2.92842,2.67532,3.42676,3.08399,5.05973,4.54044,5.58155,5.18365,5.93423,5.29547,6.61405,6.13778
687,2.75799,2.209,1.8483,1.28331,3.5546,3.23225,3.78262,3.47854,5.03051,4.23832,3.65411,2.98214,3.46404,2.6972,2.9831,2.15526,4.44166,3.62416,5.27754,4.70335,3.94661,2.58767,4.20992,2.78481,4.52286,4.52252,4.02861,3.98936,2.90447,2.79603,3.35279,3.30559,3.98655,3.89082,4.24338,4.09841,2.92264,2.86813,3.4494,3.34747,4.84463,4.48042,5.39373,5.17491,5.83483,5.20174,6.60365,6.10035
688,3.02872,2.6612,1.99858,1.67294,2.90535,2.57113,3.05955,2.73614,5.26547,4.51436,3.69683,3.06184,3.79154,3.13395,3.35994,2.80226,4.31982,3.56364,5.12006,4.54467,3.87093,2.65981,4.14956,2.78459,4.40027,4.40853,3.99114,3.94617,2.85182,2.73888,3.35999,3.29462,3.94939,3.7948,4.16702,3.9425,2.93282,2.78484,3.43495,3.22002,5.21991,4.69456,5.95017,5.51758,6.218,5.40722,6.78608,6.19896
689,3.31188,2.96621,2.12296,1.75823,2.68646,2.57767,2.84391,2.73646,5.53765,4.8002,3.93987,3.31364,3.71619,3.02267,3.04125,2.40936,4.39995,3.83556,5.25552,4.78894,4.02646,3.19069,4.61994,3.69529,4.31431,4.36683,3.92197,3.91729,2.86706,2.7879,3.37608,3.34152,3.25613,3.09647,3.50513,3.27588,2.5863,2.47377,3.04236,2.83941,4.9896,4.47348,5.65822,5.28237,6.06662,5.24516,6.57825,5.9923
690,3.38592,3.15028,2.24605,2.10636,3.01692,2.75856,3.1963,2.95537,5.49304,4.68123,4.05279,3.44259,3.58582,3.03604,3.1471,2.79112,4.61196,3.8298,5.39469,4.75734,4.26988,3.12762,4.84608,3.61633,4.27692,4.3884,3.90257,3.93972,2.80035,2.81279,3.37168,3.39442,3.1077,2.95916,3.34215,3.10601,2.50321,2.42624,2.84645,2.63877,5.6104,4.9211,6.32407,5.73751,6.02435,5.28447,6.4977,5.98558
691,3.33244,3.02937,2.32954,2.06486,2.93803,2.71146,3.13361,2.92864,5.42098,4.54965,4.0762,3.3725,3.59149,3.07214,3.25436,2.88094,4.95999,3.9335,5.95336,5.061,4.78052,3.36403,5.51219,3.90992,4.1929,4.25155,3.81126,3.82174,2.75083,2.68363,3.23889,3.22895,3.65907,3.41667,3.88944,3.50903,3.00434,2.7855,3.43874,3.0508,5.4781,4.68873,6.20254,5.50608,5.81799,5.22764,6.31289,5.83708
692,2.93539,2.68638,2.03067,1.80681,4.11251,3.92089,4.42554,4.22029,5.43962,4.62614,3.93959,3.20304,3.84665,3.28901,3.49277,3.1708,4.40857,3.60992,5.26459,4.54726,4.26878,3.21769,4.9655,3.67586,4.08044,4.16125,3.70338,3.70733,2.76155,2.71304,3.22419,3.19043,3.94356,3.77615,4.26273,4.0126,3.14551,3.00143,3.7395,3.52713,5.37183,4.66431,6.05144,5.45143,5.64498,5.05979,6.17698,5.73598
693,3.39789,3.03958,2.31414,2.07442,3.87502,3.69121,4.12524,3.9355,5.11686,4.18443,3.82585,2.97763,3.37332,2.93868,3.10449,2.74003,4.33644,3.58007,5.3523,4.5379,4.25044,3.21371,5.13934,3.68717,4.13276,4.13742,3.73971,3.68446,2.70052,2.46362,3.17909,3.03553,3.83207,3.66457,4.16671,3.96411,2.92896,2.83661,3.46678,3.3156,5.39451,4.63774,6.11665,5.44161,5.39265,4.80494,5.91863,5.46494
694,3.35163,3.01195,2.3517,2.02133,3.49113,3.29858,3.59276,3.41265,4.59478,3.79553,3.4212,2.68515,3.7216,3.28878,3.42211,3.11516,4.52313,3.88101,5.55783,4.92974,4.26699,3.35115,5.06513,3.84737,3.88074,3.96704,3.51896,3.54175,2.44723,2.39786,2.97353,2.9616,3.40423,3.27075,3.52149,3.33609,2.52166,2.39092,2.8449,2.64998,5.81391,5.06577,6.57132,5.9044,6.15692,5.47569,6.76929,6.26848
695,3.318,2.94469,2.29095,2.0278,3.09987,2.8921,3.29891,3.10508,4.86097,3.96865,3.80425,3.02072,3.40214,2.89186,3.18897,2.67295,4.50883,3.74644,5.6173,4.68915,4.37172,3.29388,5.3799,3.81614,3.62385,3.7282,2.98001,3.02018,1.76172,1.73974,2.09176,2.10033,3.03053,2.97632,3.17418,3.08495,2.3528,2.33849,2.65296,2.59479,6.10853,5.3899,6.8988,6.25348,6.08047,5.61587,6.79507,6.44238
696,3.24096,2.94924,2.17634,1.88853,2.95591,2.79104,3.13999,2.95971,4.41738,3.63688,3.33128,2.66777,3.6376,2.91232,3.11026,2.5475,4.41433,3.81478,5.43353,4.84263,4.1595,3.25649,4.99574,3.79577,3.85444,3.94221,3.23904,3.25644,2.13435,2.04081,2.50071,2.45151,3.0686,2.86896,3.20173,2.96263,2.25934,2.07008,2.57551,2.32832,6.29933,5.47437,7.21894,6.48944,5.85131,5.31435,6.47411,6.09248
697,2.58017,2.272,1.81186,1.44755,3.0299,2.98263,3.23343,3.16933,4.07563,3.41081,3.1735,2.60996,3.4981,2.87737,2.88464,2.35291,4.47864,3.81383,5.57936,4.76552,4.21747,3.22155,5.14783,3.64767,4.07441,4.14912,3.58872,3.59479,2.58572,2.50576,3.04441,3.01561,2.92857,2.8716,2.97581,2.89239,1.81364,1.7463,2.02433,1.91982,6.12841,5.27293,6.94361,6.22943,5.30796,4.53809,5.73557,5.17143
698,3.15987,2.78317,2.09573,1.70932,3.57933,3.38611,3.83967,3.62931,3.40008,2.7629,2.66354,2.13391,3.35971,2.86417,2.69895,2.28127,4.46915,3.72585,5.53349,4.77903,4.26026,3.16995,5.1692,3.66428,3.79206,3.82317,3.12725,3.10417,2.12458,1.93991,2.35852,2.27492,2.86976,2.75748,3.07906,2.93593,2.08435,1.99687,2.43699,2.29691,6.19154,5.32275,6.92336,6.2089,5.23695,4.57602,5.65425,5.17322
699,2.93065,2.59245,1.93737,1.56464,3.31813,3.07035,3.51957,3.28579,3.83856,3.21265,2.74304,2.20195,3.36851,3.00333,2.92653,2.61888,4.38521,3.75258,5.38022,4.78954,4.12348,3.1588,4.91535,3.5586,3.99732,4.03366,3.49264,3.46767,2.4238,2.28613,2.83141,2.77296,3.35526,3.30164,3.43781,3.36106,2.20006,2.14141,2.44694,2.35602,6.13939,5.43087,6.91174,6.397,5.08966,4.29644,5.33682,4.8016
700,3.71243,3.13812,2.44595,1.83749,3.49,3.20741,3.72017,3.45709,3.48919,3.02027,2.68307,2.30775,3.48469,3.00902,3.04865,2.67106,4.15375,3.71234,5.17926,4.71055,3.90913,3.21133,4.82727,3.82108,3.98207,4.06105,3.3639,3.38252,2.29059,2.18952,2.64596,2.62019,3.00192,2.90851,3.08902,2.96904,2.24827,2.19108,2.51307,2.40425,6.56138,5.8268,7.50525,6.97003,4.61771,3.78791,4.66353,4.04172
701,3.46355,2.77383,2.28686,1.64497,3.68048,3.43435,3.90309,3.69461,3.74823,3.02835,3.00091,2.35362,3.64715,3.03311,3.19028,2.68896,4.3098,3.77643,5.4561,4.84612,4.13748,3.36625,5.11351,3.95184,3.81273,3.907,3.38114,3.408,2.39576,2.34203,2.78641,2.77239,3.27179,3.16491,3.56388,3.41836,2.59308,2.51011,3.08699,2.97286,6.48094,5.80055,7.42966,6.89905,3.78444,3.04503,3.69924,3.21071
702,3.4846,2.95112,2.26336,1.7361,3.57823,3.17774,3.77215,3.41381,3.96231,3.22423,3.11463,2.49595,4.11308,3.66045,4.03276,3.70136,4.31494,3.87044,5.44097,5.02983,4.05742,3.37005,4.9702,4.05756,4.05908,4.16067,3.63095,3.66351,2.50233,2.45038,3.01218,3.00046,2.9748,2.8178,3.00915,2.80456,2.2322,2.10089,2.51293,2.31004,6.41897,5.65534,7.35377,6.71929,4.06212,3.43306,4.14194,3.66547
703,3.34323,2.67004,2.33708,1.70197,3.69485,3.26583,3.83341,3.42322,3.41848,2.9098,2.52191,2.03803,4.35546,3.80012,4.25108,3.8881,4.43036,3.91243,5.39799,4.85921,4.2719,3.56632,5.17458,4.12882,4.17561,4.24835,3.7802,3.78328,2.75058,2.67993,3.24843,3.22024,3.13573,3.03409,3.27916,3.14258,2.44984,2.38128,2.7402,2.62474,6.38511,5.49248,7.19395,6.4823,3.77244,3.17719,3.732,3.37507
704,3.36286,2.65523,2.28554,1.70332,3.14249,2.93846,3.28136,3.10638,3.56698,2.94743,2.76591,2.23025,3.92454,3.4948,3.69088,3.36036,4.49214,3.81519,5.47759,4.79866,4.23643,3.22627,5.09711,3.78995,4.35722,4.42117,4.00604,4.00902,2.96057,2.87761,3.46997,3.43875,3.28349,3.18638,3.46673,3.32452,2.61821,2.53402,2.93012,2.81016,5.72279,4.99849,6.3955,5.8126,3.33344,2.74955,3.255,2.95781
705,3.64592,2.826,2.56484,1.67987,3.3978,3.06359,3.59171,3.28342,3.92781,3.36196,3.0545,2.53642,3.54903,3.18653,3.30384,3.04173,4.45694,3.83335,5.51442,4.84289,4.15577,3.22709,5.12258,3.88887,4.06906,4.13327,3.72241,3.73095,2.71043,2.64384,3.22756,3.21342,3.15882,2.98995,3.37211,3.18322,2.50461,2.40163,2.90262,2.75611,4.93451,4.19844,5.57601,4.9744,3.05103,2.53496,3.08838,2.73787
706,3.82002,3.05662,2.57623,1.877,2.99966,2.77106,3.12267,2.85655,3.51965,3.06826,2.77043,2.35661,4.00576,3.73467,3.92562,3.73472,4.5963,4.04274,5.64743,5.09353,4.24517,3.37762,5.1569,3.99726,4.04664,4.04001,3.54226,3.49869,2.61979,2.39907,2.98511,2.88901,3.79534,3.6471,4.15768,3.96518,2.8632,2.75277,3.43385,3.27871,5.46953,4.75446,6.18833,5.55084,2.77679,2.32519,2.77619,2.45587
707,3.3071,2.83632,2.21043,1.78435,3.00015,2.74418,3.0736,2.84714,3.61899,3.13365,2.67835,2.27766,3.75643,3.34498,3.59092,3.27899,4.52517,3.95249,5.50035,4.98944,4.2209,3.3399,5.02975,4.00456,4.16975,4.20803,3.68094,3.66592,2.67315,2.54697,3.13768,3.09594,3.52981,3.22702,3.77995,3.41818,2.70324,2.43083,3.19373,2.83685,5.80195,4.99889,6.57599,5.93429,2.45196,2.16523,2.4865,2.28075
708,2.87672,2.40165,2.01954,1.50395,3.20331,2.69356,3.22411,2.81017,3.6659,3.14068,2.74407,2.41223,3.80553,3.41521,3.70683,3.37167,4.62449,3.8803,5.60449,4.83448,4.44526,3.40107,5.28761,4.03288,4.00224,4.11091,3.40027,3.43506,2.51716,2.45558,2.87046,2.8585,3.2009,2.85751,3.41456,3.0005,2.55666,2.22664,2.95831,2.5279,5.74185,5.06384,6.4759,5.95157,1.70867,1.35381,1.63126,1.42369
709,2.90388,2.39238,2.11047,1.64564,3.43582,3.22531,3.72131,3.51584,3.78155,3.37431,2.75074,2.52133,3.71614,3.35868,3.46137,3.13248,4.32925,3.86873,5.45301,5.01925,3.95374,3.19197,4.79558,3.75282,3.95869,4.08831,3.4561,3.51391,2.43452,2.43636,2.93186,2.96615,3.13073,2.99095,3.31267,3.1371,2.35259,2.25346,2.70301,2.55322,5.06318,4.55197,5.81802,5.41806,2.21153,1.96362,2.32949,2.19881
710,3.14636,2.53518,2.20527,1.61911,3.33736,3.00228,3.40397,3.08133,4.19429,3.60999,3.01266,2.60399,3.81378,3.51605,3.67946,3.43232,4.08756,3.70284,4.90272,4.56179,3.73744,3.12301,4.32026,3.49848,4.22611,4.27536,3.76334,3.74527,2.81747,2.68422,3.28659,3.22493,3.00989,2.73706,3.25972,2.94022,2.42069,2.20103,2.82188,2.52696,5.22093,4.67224,5.97563,5.53154,2.85225,2.45621,3.05967,2.76905
711,3.23342,2.81113,2.1138,1.67841,3.56482,3.12594,3.66818,3.26469,3.99811,3.27474,3.03872,2.45223,4.31087,3.8157,4.23933,3.81764,4.37928,3.99355,5.53689,5.2241,3.98845,3.33611,4.8019,3.86014,3.99084,4.04385,3.35399,3.33781,2.24874,2.09388,2.62536,2.5564,2.77039,2.62972,2.881,2.70748,1.8898,1.72742,2.13422,1.90687,4.49989,4.0064,5.11496,4.6916,2.92172,2.50203,2.99214,2.72851
712,3.43921,3.01484,2.10092,1.75522,2.73091,2.45907,2.87849,2.61572,4.61667,3.94411,3.29778,2.73632,4.0736,3.491,3.84339,3.45934,4.27431,3.81938,5.36313,4.9989,3.9486,3.22065,4.73633,3.81571,3.96314,4.06017,3.37874,3.4016,2.34143,2.29195,2.77386,2.76591,3.26193,3.12376,3.46365,3.2769,2.43035,2.32465,2.7627,2.58187,4.17678,3.65454,4.7155,4.22323,2.69139,2.14862,2.74775,2.31032
713,2.69892,2.4103,1.81925,1.54684,2.81605,2.59213,2.93267,2.6959,4.7085,3.83593,3.53566,2.80248,3.85325,3.32374,3.58294,3.17797,4.25707,3.80056,5.13821,4.79857,3.92419,3.20235,4.57994,3.70944,3.8875,3.96645,3.33647,3.33636,2.31541,2.21799,2.70754,2.66035,3.28462,3.20481,3.45873,3.33821,2.4362,2.38575,2.78128,2.68122,4.06975,3.59125,4.51005,4.14474,2.89694,2.14049,2.85909,2.30627
714,2.46326,2.23168,1.79178,1.57191,2.8795,2.60684,2.9716,2.72947,4.60046,3.67243,3.47654,2.64861,4.01035,3.43492,3.8052,3.35949,4.56367,3.97077,5.61561,5.00748,4.25443,3.37978,5.19525,3.98385,3.6702,3.71992,3.03464,3.04282,2.11098,1.95593,2.39836,2.35632,3.02148,2.93152,3.10986,2.95453,2.13662,2.04466,2.33733,2.13442,4.50833,4.00471,5.01163,4.55742,3.11997,2.54266,2.97197,2.54624
715,2.69856,2.43448,1.7526,1.54282,3.58431,3.1633,3.71485,3.33074,4.07526,3.25393,3.23572,2.55209,3.77339,3.17221,3.49545,3.09966,4.55646,3.74037,5.44744,4.62348,4.34104,3.22423,5.1737,3.7026,3.86249,3.921,3.28057,3.27502,2.30116,2.17189,2.68381,2.63039,2.85028,2.7291,2.94431,2.80113,2.21918,2.15276,2.42773,2.31601,4.13362,3.3155,4.41956,3.72027,3.18471,2.55597,3.16644,2.68602
